nome_fundo;tipo_fundo;aplicacao_min;taxa_adm;cot_resgate;liq_resgate;taxa_risco;rent_12_meses;rent_24_meses;rent_36_meses;data_inicio;benchmark;taxa_performance;link
AXA WF Framlington Digital Econo... ;Internacional;500;0.80;"D+1

(Dias Corridos)";"D+5

(Dias Úteis)";26;8.32;50.16;N/D;23/12/2019;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_35002482000101_v61.pdf
Ibiuna Long Biased FIC FIM ;Renda Variável;5000;1.96;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";34;0.29;-7.17;24.76;20/05/2013;IMA_B;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_17554200000199_v173.pdf
Icatu Vanguarda Crédito Privado... ;Renda Fixa Pós-Fixado;500;0.35;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";6;6.21;9.76;16.42;17/05/2006;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_07900255000150_v171.pdf
Wellington All China Focus Equit... ;Internacional;500;0.80;"D+2

(Dias Úteis)";"D+5

(Dias Úteis)";28;-19.06;N/D;N/D;04/11/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_38542816000110_v43.pdf
Vinci Seleção FIA ;Renda Variável;500;2.97;"D+12

(Dias Corridos)";"D+2

(Dias Úteis)";36;-15.48;-13.06;24.19;31/03/2011;IBOV;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_12287682000144_v153.pdf
Greenbay Convex Advisory FIC FIM ;Multimercado;5000;1.87;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";26;N/D;N/D;N/D;30/04/2021;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_41610489000109_v14.pdf
Az Quest Low Vol FIM ;Multimercado;500;0.85;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";6;4.63;5.81;12.53;28/11/2008;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_10320188000109_v152.pdf
Giant Zarathustra FIC FIM ;Multimercado;10000;0.95;"D+30

(Dias Corridos)";"D+3

(Dias Úteis)";26;7.67;17.44;30.35;07/03/2012;CDI;27.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_11052478000181_v121.pdf
Morgan Stanley Global Brands Adv... ;Internacional;500;0.80;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";26;20.26;N/D;N/D;03/09/2020;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_37489109000144_v36.pdf
Bahia AM Long Biased II Advisory... ;Renda Variável;1000;1.90;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";36;-22.41;N/D;N/D;18/03/2020;IPCA + Yield IMA-B;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_35844932000103_v63.pdf
Absolute Alpha Marb Advisory FIC... ;Multimercado;500;2.00;"D+17

(Dias Corridos)";"D+1

(Dias Úteis)";10;7.03;12.39;N/D;27/12/2019;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_35617938000130_v53.pdf
XP Crédito Estruturado 15 FIC FI... ;Renda Fixa Pós-Fixado;10000;0.50;"D+15

(Dias Corridos)";"D+2

(Dias Úteis)";6;5.65;9.49;16.68;09/10/2018;CDI;10.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_29813596000120_v142.pdf
Icatu Vanguarda Dividendos FIA ;Renda Variável;10000;2.00;"D+1

(Dias Úteis)";"D+2

(Dias Úteis)";37;-20.08;-29.32;-1.99;24/10/2006;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_08279304000141_v172.pdf
Morgan Stanley Emerging Leaders... ;Internacional;500;0.80;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";26;N/D;N/D;N/D;28/01/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_39468702000130_v12.pdf
RBR Reits US Em Reais FIC FIA BD... ;Internacional;5000;1.50;"D+13

(Dias Corridos)";"D+2

(Dias Úteis)";26;N/D;N/D;N/D;01/06/2021;MSCI US REIT Index;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_41088682000113_v11.pdf
Kadima Long Short Plus FIA ;Multimercado;500;2.00;"D+10

(Dias Corridos)";"D+2

(Dias Úteis)";26;10.63;11.24;25.95;06/11/2018;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_31455960000170_v24.pdf
Iridium Pioneer FI-Infra Incenti... ;Renda Fixa Pós-Fixado;5000;0.70;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";6;9.60;9.99;15.03;08/11/2017;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_28259415000101_v133.pdf
DNA Strategy FIC FIM CP ;Multimercado;100;0.60;"D+5

(Dias Corridos)";"D+2

(Dias Úteis)";10;2.26;N/D;N/D;01/04/2020;CDI;10.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_35956153000191_v46.pdf
Porto Seguro FIC Ações ;Renda Variável;1000;2.00;"D+1

(Dias Úteis)";"D+2

(Dias Úteis)";41;-19.85;-20.55;7.82;31/12/1996;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_00398561000190_v179.pdf
BNP Paribas Small Caps FIA ;Renda Variável;5000;2.00;"D+5

(Dias Úteis)";"D+2

(Dias Úteis)";45;-21.10;-26.81;16.88;29/10/2009;SMLL;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_11108013000103_v152.pdf
SulAmérica Juro Real Curto FI RF... ;Renda Fixa Pós-Fixado;5000;0.25;"D+1

(Dias Úteis)";"D+1

(Dias Úteis)";6;-0.83;6.33;20.31;27/02/2013;IMA_B 5;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_16892116000112_v42.pdf
MAG Global Sustainable Dólar FIC... ;Internacional;1000;0.70;"D+1

(Dias Úteis)";"D+3

(Dias Úteis)";26;10.90;N/D;N/D;14/10/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_38001966000116_v6.pdf
DNA Energy FIC FIM CP ;Multimercado;100;0.80;"D+5

(Dias Corridos)";"D+2

(Dias Úteis)";15;-1.44;N/D;N/D;01/04/2020;CDI;10.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_35956056000107_v46.pdf
Occam Long & Short Plus FIC FIM ;Multimercado;5000;2.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";10;-3.78;3.08;19.34;19/12/2012;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_17164789000119_v144.pdf
Adam Macro Strategy Advisory FIC... ;Multimercado;25000;1.90;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";15;3.40;10.16;12.84;30/06/2017;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_23979285000150_v126.pdf
Franklin Valor e Liquidez FVL FI... ;Renda Variável;5000;2.00;"D+1

(Dias Úteis)";"D+2

(Dias Úteis)";39;-20.74;-25.53;-1.37;23/12/1998;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_02895694000106_v141.pdf
"JP Morgan ESG Emerging Markets A... 
ESG";Internacional;500;0.80;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";26;-2.98;N/D;N/D;07/12/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_37985879000188_v44.pdf
Ibiuna Hedge STH Advisory FIC FI... ;Multimercado;5000;1.96;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";10;10.41;28.13;45.27;19/09/2018;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_30493349000173_v36.pdf
AZ Quest Luce Advisory FIC FIRF... ;Renda Fixa Pós-Fixado;500;0.40;"D+0

(Dias Corridos)";"D+1

(Dias Úteis)";6;6.88;6.91;N/D;01/10/2019;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_34187244000147_v55.pdf
Opportunity Global Equity BRL FI... ;Internacional;5000;1.50;"D+12

(Dias Corridos)";"D+3

(Dias Úteis)";26;8.69;39.46;74.61;30/11/2018;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_31392506000117_v24.pdf
Wellington Asia Technology Advis... ;Internacional;500;0.80;"D+2

(Dias Úteis)";"D+5

(Dias Úteis)";35;8.99;N/D;N/D;04/11/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_38443120000136_v41.pdf
eTrend Ativos Reais FIC FIM ;Internacional;100;1.00;"D+7

(Dias Corridos)";"D+2

(Dias Úteis)";24;N/D;N/D;N/D;17/12/2021;IPCA + YIELD IMAB5+;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_41901199000106.pdf
Kapitalo Tarkus FIC FIA ;Renda Variável;10000;2.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";44;-8.63;-7.01;23.76;06/11/2017;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_28747685000153_v98.pdf
"Bradesco FIA Sustentabilidade Em... 
ESG";Renda Variável;1000;1.00;"D+1

(Dias Úteis)";"D+2

(Dias Úteis)";39;-20.14;-23.07;1.71;30/11/2007;IBOV;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_07187751000108_v32.pdf
Valora Horizon High Yield FIC FI... ;Multimercado;500;1.15;"D+180

(Dias Corridos)";"D+1

(Dias Úteis)";26;8.44;14.71;25.32;26/03/2013;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_17313316000136_v11.pdf
Blue Alpha Advisory FIC FIM ;Multimercado;500;1.90;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";10;1.62;10.18;N/D;11/07/2019;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_32319396000120_v88.pdf
Neo Multi Estratégia 30 FIC FIM ;Multimercado;1000;2.00;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";26;1.53;11.06;19.42;21/11/2007;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_08771538000101_v156.pdf
Bradesco Asset FIC FIRF CP LP Pl... ;Renda Fixa Pós-Fixado;1000;0.25;"D+6

(Dias Corridos)";"D+1

(Dias Úteis)";6;6.05;8.33;N/D;31/10/2019;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_34109809000178_v50.pdf
Frontier Long Only FIC FIA ;Renda Variável;5000;3.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";37;-16.05;-16.28;23.91;04/10/2013;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_18832871000137_v18.pdf
Western Asset FIA BDR Nivel I ;Internacional;1000;1.50;"D+1

(Dias Úteis)";"D+3

(Dias Úteis)";26;20.61;102.95;183.33;06/05/2014;S&P 500;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_19831126000136_v163.pdf
Western Asset RF Ativo Max FI ;Renda Fixa Pré-Fixado/Inflação;1000;0.80;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";8;-3.83;3.44;15.58;07/10/2004;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_04192419000143_v42.pdf
Encore Long Bias Advisory FIC FI... ;Renda Variável;500;1.88;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";26;N/D;N/D;N/D;29/01/2021;IPCA + YIELD IMAB5+;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_37487500000100_v24.pdf
Capitânia Radar FIM CP LP ;Renda Fixa Pós-Fixado;1000;0.75;"D+59

(Dias Corridos)";"D+1

(Dias Úteis)";26;8.30;13.00;23.41;12/09/2015;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_23272391000107_v9.pdf
Bridgewater Core Global Macro Dó... ;Internacional;500;0.50;"D+2

(Dias Úteis)";"D+5

(Dias Úteis)";20;N/D;N/D;N/D;30/04/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_40753759000160_v6.pdf
Neuberger Berman US Multicap Opp... ;Internacional;500;0.80;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";29;N/D;N/D;N/D;14/10/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_42101973000167.pdf
Itaverá Long Biased FIC FIA ;Renda Variável;5000;2.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";30;-17.87;-10.88;30.44;10/04/2014;IPCA + YIELD IMAB5+;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_19628842000110_v32.pdf
XP Long Short 60 FIC FIM ;Multimercado;10000;2.00;"D+60

(Dias Corridos)";"D+2

(Dias Úteis)";8;-5.97;-6.34;-4.31;28/07/2016;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_21827663000154_v202.pdf
Alpha Key Institucional FIC FIA ;Renda Variável;1000;2.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";26;-28.64;N/D;N/D;18/06/2020;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_36352721000108_v39.pdf
JP Morgan China Equity Dolar Adv... ;Internacional;500;0.80;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";31;-14.56;N/D;N/D;07/12/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_38421502000169_v45.pdf
CA Indosuez DI Master FI Renda F... ;Renda Fixa Pós-Fixado;1000;0.30;"D+0

(Dias Úteis)";"D+0

(Dias Úteis)";3;6.63;6.34;11.91;02/12/1998;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_02536364000116_v156.pdf
"Compass ESG Credit Selection FIC... 
ESG";Renda Fixa Pós-Fixado;1000;0.35;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";6;6.31;8.41;N/D;27/12/2019;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_35408329000170_v53.pdf
WHG Global Opportunities BRL FIC... ;Internacional;5000;1.95;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";26;N/D;N/D;N/D;14/05/2021;-;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_41326212000140.pdf
Western Asset Renda Fixa Ativo F... ;Renda Fixa Pré-Fixado/Inflação;1000;0.40;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";6;3.04;7.57;16.04;21/03/2000;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_03499367000190_v178.pdf
Adam Macro Strategy Advisory D60... ;Multimercado;25000;1.90;"D+60

(Dias Corridos)";"D+1

(Dias Úteis)";15;3.44;10.16;12.76;27/02/2018;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_29298529000115_v102.pdf
Ibiuna Equities 30 FIC FIA ;Renda Variável;10000;1.96;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";40;-10.21;-16.57;15.20;19/01/2017;IBRX;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_26243348000101_v139.pdf
Kapitalo K10 Advisory FIC FIM ;Multimercado;500;2.00;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";15;15.22;30.68;N/D;31/07/2019;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_33520968000106_v66.pdf
Neuberger Berman US Multi Cap Op... ;Internacional;500;0.80;"D+1

(Dias Corridos)";"D+5

(Dias Úteis)";26;32.45;90.10;157.49;30/12/2014;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_20485402000130_v52.pdf
JP Morgan China Equity Advisory... ;Internacional;500;0.80;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";34;-16.00;N/D;N/D;27/11/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_38428156000140_v44.pdf
ARX Denali Advisory FIC FIRF CP ;Renda Fixa Pós-Fixado;500;0.40;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";3;N/D;N/D;N/D;05/08/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_41888219000156.pdf
Expert XP Top 10 Ações Internaci... ;Internacional;100;1.10;"D+1

(Dias Úteis)";"D+3

(Dias Úteis)";26;N/D;N/D;N/D;27/12/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_43105417000121.pdf
Trend Euro FIM ;Internacional;100;0.30;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";26;-4.46;N/D;N/D;11/12/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_38597202000135_v56.pdf
Trend Bolsas Europeias FIM ;Internacional;100;0.50;"D+4

(Dias Corridos)";"D+2

(Dias Úteis)";33;10.65;N/D;N/D;14/12/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_39227204000103_v55.pdf
Polo Norte I Long Short FIC FIM ;Multimercado;5000;1.80;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";26;-0.17;-1.03;7.80;01/11/2004;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_07013315000112_v152.pdf
Alaska Black FIC FIA - BDR Níve... ;Renda Variável;5000;1.85;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";68;-23.47;-58.73;-45.12;24/01/2011;IPCA+6%a.a.;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_12987743000186_v148.pdf
Bridgewater All Weather Sustaina... ;Internacional;500;0.50;"D+2

(Dias Úteis)";"D+4

(Dias Úteis)";20;N/D;N/D;N/D;15/07/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_42287556000150_v4.pdf
Trend Dólar FI Cambial ;Internacional;100;0.50;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";26;4.56;38.94;54.42;19/09/2018;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_31132386000119_v142.pdf
Opportunity Long Biased FIC FIM ;Renda Variável;5000;2.00;"D+15

(Dias Corridos)";"D+2

(Dias Úteis)";26;-15.66;-7.88;27.92;31/10/2013;IPCA+6%a.a.;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_18471807000178_v161.pdf
O3 Retorno Global  FIC FIM ;Internacional;1000;1.95;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";26;2.22;N/D;N/D;29/12/2020;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_39958357000112_v15.pdf
Kinea IPCA Dinâmico II Advisory... ;Renda Fixa Pós-Fixado;500;0.92;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";8;4.63;N/D;N/D;23/12/2020;IPCA;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_39586835000100_v12.pdf
BNP Paribas Match DI FI Referenc... ;Renda Fixa Pós-Fixado;1000;0.35;"D+0

(Dias Úteis)";"D+0

(Dias Úteis)";1;5.37;7.11;13.15;15/09/2008;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_09636393000107_v151.pdf
Vinland Long Only FIC FIA ;Renda Variável;1000;1.90;"D+14

(Dias Corridos)";"D+2

(Dias Úteis)";40;0.57;-3.22;32.97;28/12/2018;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_30593403000152_v74.pdf
Reach FIA ;Renda Variável;1000;1.66;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";42;-22.70;-25.65;8.04;01/12/2014;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_20468028000165_v50.pdf
Kapitalo Alpha Global Advisory F... ;Internacional;25000;2.00;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";15;10.92;16.35;22.54;16/01/2018;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_28849694000155_v101.pdf
Occam Retorno Absoluto Advisory... ;Multimercado;10000;2.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";26;3.02;12.46;N/D;16/12/2019;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_34475592000110_v44.pdf
AXA WF Framlington Digital Econo... ;Internacional;500;0.80;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";26;9.95;N/D;N/D;10/12/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_38648362000166_v9.pdf
WHG Retorno Absoluto FIC FIA IE ;Internacional;5000;1.95;"D+25

(Dias Corridos)";"D+5

(Dias Corridos)";26;N/D;N/D;N/D;10/05/2021;IPCA + Yield IMA-B;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_41409927000167.pdf
XP Long Biased Advisory FIC FIM ;Renda Variável;10000;2.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";48;-19.13;-35.53;-17.17;31/07/2018;IPCA + Yield IMA-B;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_30869315000130_v166.pdf
AZ Quest Small Mid Caps FIC FIA ;Renda Variável;1000;2.00;"D+27

(Dias Corridos)";"D+2

(Dias Úteis)";42;-16.99;-19.42;21.69;30/12/2009;SMLL;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_11392165000172_v153.pdf
Trend Ibovespa Alavancado FIA ;Renda Variável;100;0.50;"D+0

(Dias Úteis)";"D+2

(Dias Úteis)";65;-35.82;-45.38;-19.47;28/12/2018;IBOV;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_31936857000141_v134.pdf
STK Long Biased FIC FIA ;Renda Variável;1000;2.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";26;-16.43;-0.12;31.35;30/09/2010;IPCA+6%a.a.;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_12282747000169_v36.pdf
HIX Capital Advisory FIC FIA ;Renda Variável;500;1.94;"D+85

(Dias Corridos)";"D+2

(Dias Úteis)";34;-20.99;-20.32;N/D;21/11/2019;IPCA+6%a.a.;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_32890800000111_v45.pdf
Porto Seguro FI Referenciado DI... ;Renda Fixa Pós-Fixado;1000;0.40;"D+0

(Dias Úteis)";"D+0

(Dias Úteis)";6;6.64;8.97;14.97;28/02/2014;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_18719154000101_v148.pdf
"Wellington Emerging Market Devel... 
ESG";Internacional;500;0.80;"D+2

(Dias Úteis)";"D+5

(Dias Úteis)";26;-7.93;N/D;N/D;13/11/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_38542686000115_v40.pdf
PIMCO Income FIC FIM IE ;Internacional;5000;0.93;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";10;4.91;11.46;22.77;03/02/2016;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_23729512000199_v130.pdf
Gama Top Plus FIC FIRF CP LP ;Renda Fixa Pós-Fixado;3000;0.75;"D+60

(Dias Corridos)";"D+1

(Dias Úteis)";6;9.18;10.93;N/D;23/05/2019;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_32228412000170_v25.pdf
Claritas FIRF CP LP ;Renda Fixa Pós-Fixado;1000;0.50;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";6;6.99;9.23;15.79;04/05/2010;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_11447136000160_v6.pdf
VRB Fundo de Investimento Multim... ;Multimercado;10000;1.00;"D+45

(Dias Corridos)";"D+2

(Dias Úteis)";26;2.06;9.75;22.83;13/07/2016;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_24140275000199_v111.pdf
Morgan Stanley Global Opportunit... ;Internacional;500;0.80;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";26;N/D;N/D;N/D;07/06/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_40755318000105_v5.pdf
SulAmérica Evolution FI Multimer... ;Multimercado;5000;1.00;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";6;0.42;-1.15;4.70;23/02/2011;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_12839769000187_v195.pdf
Trend Commodities FIM ;Internacional;100;0.50;"D+4

(Dias Corridos)";"D+2

(Dias Úteis)";41;N/D;N/D;N/D;15/03/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_40212817000148_v30.pdf
Claritas Quant FIC FIM ;Multimercado;1000;1.50;"D+15

(Dias Corridos)";"D+2

(Dias Úteis)";26;14.57;20.54;35.48;12/12/2018;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_31416575000113_v7.pdf
AZ Quest Multi FIC FIM ;Multimercado;1000;1.50;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";8;0.63;2.55;11.99;02/07/2001;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_04455632000109_v162.pdf
Opportunity Global Equity USD FI... ;Internacional;5000;1.50;"D+12

(Dias Corridos)";"D+3

(Dias Úteis)";26;8.17;88.00;162.61;16/03/2016;LIBOR;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_23915589000153_v30.pdf
SulAmérica Excellence FI Renda F... ;Renda Fixa Pós-Fixado;1000;0.30;"D+1

(Dias Úteis)";"D+0

(Dias Úteis)";6;7.75;6.30;12.45;21/06/2002;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_04899128000190_v210.pdf
Pictet TR Atlas Titan Dólar Advi... ;Internacional;500;0.70;"D+2

(Dias Úteis)";"D+5

(Dias Úteis)";26;N/D;N/D;N/D;08/10/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_40952286000120.pdf
SulAmérica Crédito Ativo FI Rend... ;Renda Fixa Pós-Fixado;1000;0.60;"D+29

(Dias Corridos)";"D+1

(Dias Úteis)";6;7.90;7.98;14.23;26/03/2012;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_13823084000105_v212.pdf
